merchant_id,merchant_name,category,city,status,merchant_size,created_at
M000268,Fashion Merchant 00268,Fashion,Bandung,ACTIVE,SMALL,2022-09-05 04:19:43
M000269,Healthcare Merchant 00269,Healthcare,Palembang,ACTIVE,SMALL,2025-09-08 05:56:34
M000270,Fashion Merchant 00270,Fashion,Semarang,ACTIVE,MEDIUM,2022-03-08 07:30:06
M000271,Retail Merchant 00271,Retail,Surabaya,ACTIVE,SMALL,2025-06-06 20:25:43
M000272,Entertainment Merchant 00272,Entertainment,Yogyakarta,ACTIVE,SMALL,2022-05-03 03:10:44
M000273,Entertainment Merchant 00273,Entertainment,Makassar,ACTIVE,LARGE,2024-11-15 15:41:30
M000274,Healthcare Merchant 00274,Healthcare,Yogyakarta,ACTIVE,MEDIUM,2025-03-19 21:54:26
M000275,Transportation Merchant 00275,Transportation,Yogyakarta,ACTIVE,SMALL,2025-04-26 03:58:41
M000276,Education Merchant 00276,Education,Medan,ACTIVE,SMALL,2023-10-14 16:57:33
M000277,Transportation Merchant 00277,Transportation,Tangerang,ACTIVE,SMALL,2022-12-19 04:30:20
M000278,Groceries Merchant 00278,Groceries,Surabaya,ACTIVE,LARGE,2023-03-21 03:51:43
M000279,Food & Beverage Merchant 00279,Food & Beverage,Semarang,ACTIVE,MEDIUM,2023-10-17 22:40:01
M000280,Retail Merchant 00280,Retail,Jakarta,INACTIVE,SMALL,2023-07-23 19:21:38
M000281,Fashion Merchant 00281,Fashion,Tangerang,ACTIVE,SMALL,2023-12-19 09:45:34
M000282,Food & Beverage Merchant 00282,Food & Beverage,Semarang,ACTIVE,SMALL,2023-08-01 19:54:03
M000283,Travel Merchant 00283,Travel,Medan,ACTIVE,SMALL,2025-10-17 14:24:13
M000284,Food & Beverage Merchant 00284,Food & Beverage,Bandung,ACTIVE,SMALL,2026-03-29 10:27:07
M000285,Transportation Merchant 00285,Transportation,Medan,ACTIVE,SMALL,2023-06-26 22:39:04
M000286,Fashion Merchant 00286,Fashion,Tangerang,ACTIVE,SMALL,2024-11-07 06:49:56
M000287,Fashion Merchant 00287,Fashion,Denpasar,ACTIVE,MEDIUM,2023-11-08 10:56:13
M000288,Travel Merchant 00288,Travel,Jakarta,ACTIVE,MEDIUM,2024-12-14 04:27:20
M000289,Groceries Merchant 00289,Groceries,Tangerang,ACTIVE,MEDIUM,2022-09-09 01:24:48
M000290,Travel Merchant 00290,Travel,Tangerang,SUSPENDED,SMALL,2023-02-08 09:29:20
M000291,Travel Merchant 00291,Travel,Surabaya,ACTIVE,SMALL,2023-02-08 05:31:57
M000292,Retail Merchant 00292,Retail,Medan,ACTIVE,SMALL,2022-03-16 17:52:15
M000293,Fashion Merchant 00293,Fashion,Jakarta,ACTIVE,SMALL,2023-10-12 17:50:00
M000294,Healthcare Merchant 00294,Healthcare,Denpasar,ACTIVE,SMALL,2024-06-06 23:17:22
M000295,Food & Beverage Merchant 00295,Food & Beverage,Palembang,ACTIVE,MEDIUM,2024-04-09 22:30:14
M000296,Food & Beverage Merchant 00296,Food & Beverage,Denpasar,ACTIVE,MEDIUM,2024-09-26 23:03:53
M000297,Travel Merchant 00297,Travel,Bandung,ACTIVE,MEDIUM,2024-07-10 19:38:57
M000298,Transportation Merchant 00298,Transportation,Tangerang,ACTIVE,SMALL,2022-09-09 03:04:45
M000299,Electronics Merchant 00299,Electronics,Surabaya,ACTIVE,LARGE,2023-04-28 20:33:11
M000300,Education Merchant 00300,Education,Tangerang,ACTIVE,SMALL,2023-09-02 21:17:53
M000301,Entertainment Merchant 00301,Entertainment,Tangerang,ACTIVE,SMALL,2025-08-05 18:23:23
M000302,Electronics Merchant 00302,Electronics,Surabaya,ACTIVE,SMALL,2024-01-15 05:30:11
M000303,Electronics Merchant 00303,Electronics,Medan,ACTIVE,MEDIUM,2025-09-06 04:29:46
M000304,Transportation Merchant 00304,Transportation,Palembang,ACTIVE,MEDIUM,2022-09-30 00:24:25
M000305,Food & Beverage Merchant 00305,Food & Beverage,Medan,ACTIVE,LARGE,2022-02-13 03:27:59
M000306,Electronics Merchant 00306,Electronics,Medan,ACTIVE,MEDIUM,2024-02-15 22:09:32
M000307,Education Merchant 00307,Education,Denpasar,ACTIVE,SMALL,2024-01-01 15:38:45
M000308,Education Merchant 00308,Education,Bandung,ACTIVE,SMALL,2023-09-10 10:07:54
M000309,Food & Beverage Merchant 00309,Food & Beverage,Semarang,SUSPENDED,SMALL,2024-07-18 12:09:29
M000310,Education Merchant 00310,Education,Bandung,ACTIVE,SMALL,2026-03-31 04:07:39
M000311,Healthcare Merchant 00311,Healthcare,Yogyakarta,ACTIVE,SMALL,2024-06-15 11:53:29
M000312,Healthcare Merchant 00312,Healthcare,Palembang,SUSPENDED,SMALL,2022-09-29 00:31:51
M000313,Electronics Merchant 00313,Electronics,Bandung,ACTIVE,MEDIUM,2022-12-01 13:49:12
M000314,Food & Beverage Merchant 00314,Food & Beverage,Yogyakarta,ACTIVE,SMALL,2022-08-21 06:53:06
M000315,Groceries Merchant 00315,Groceries,Tangerang,ACTIVE,SMALL,2024-06-15 04:55:26
M000316,Groceries Merchant 00316,Groceries,Medan,ACTIVE,MEDIUM,2023-07-27 21:00:01
M000317,Travel Merchant 00317,Travel,Denpasar,ACTIVE,MEDIUM,2022-07-17 06:24:17
M000318,Travel Merchant 00318,Travel,Makassar,INACTIVE,SMALL,2026-04-17 17:02:36
M000319,Travel Merchant 00319,Travel,Medan,ACTIVE,SMALL,2026-06-12 17:38:43
M000320,Food & Beverage Merchant 00320,Food & Beverage,Bandung,ACTIVE,SMALL,2023-04-03 07:00:22
M000321,Electronics Merchant 00321,Electronics,Tangerang,ACTIVE,SMALL,2022-05-01 10:37:44
M000322,Retail Merchant 00322,Retail,Jakarta,ACTIVE,SMALL,2026-05-28 23:09:06
M000323,Groceries Merchant 00323,Groceries,Medan,ACTIVE,SMALL,2026-02-02 17:25:02
M000324,Groceries Merchant 00324,Groceries,Denpasar,ACTIVE,SMALL,2023-04-05 13:38:03
M000325,Fashion Merchant 00325,Fashion,Palembang,ACTIVE,SMALL,2024-07-21 01:31:06
M000326,Food & Beverage Merchant 00326,Food & Beverage,Bandung,ACTIVE,SMALL,2024-01-07 08:37:11
M000327,Entertainment Merchant 00327,Entertainment,Bandung,ACTIVE,MEDIUM,2024-08-17 23:22:12
M000328,Electronics Merchant 00328,Electronics,Palembang,ACTIVE,SMALL,2022-01-19 06:38:35
M000329,Entertainment Merchant 00329,Entertainment,Semarang,ACTIVE,SMALL,2023-09-25 02:24:12
M000330,Groceries Merchant 00330,Groceries,Makassar,INACTIVE,SMALL,2024-02-17 21:04:05
M000331,Fashion Merchant 00331,Fashion,Semarang,INACTIVE,SMALL,2024-02-10 23:41:48
M000332,Entertainment Merchant 00332,Entertainment,Tangerang,ACTIVE,SMALL,2023-03-07 19:21:49
M000333,Retail Merchant 00333,Retail,Denpasar,ACTIVE,SMALL,2024-07-21 08:06:13
M000334,Healthcare Merchant 00334,Healthcare,Palembang,ACTIVE,SMALL,2026-04-07 01:53:22
M000335,Fashion Merchant 00335,Fashion,Denpasar,ACTIVE,SMALL,2024-03-27 21:03:58
M000336,Groceries Merchant 00336,Groceries,Medan,ACTIVE,MEDIUM,2022-05-15 14:45:08
M000337,Electronics Merchant 00337,Electronics,Medan,INACTIVE,SMALL,2023-02-10 17:30:53
M000338,Food & Beverage Merchant 00338,Food & Beverage,Tangerang,ACTIVE,MEDIUM,2022-09-11 12:03:58
M000339,Healthcare Merchant 00339,Healthcare,Denpasar,ACTIVE,MEDIUM,2022-07-24 06:54:01
M000340,Travel Merchant 00340,Travel,Bandung,ACTIVE,SMALL,2022-08-01 20:58:05
M000341,Entertainment Merchant 00341,Entertainment,Medan,ACTIVE,SMALL,2022-02-02 22:28:30
M000342,Travel Merchant 00342,Travel,Surabaya,ACTIVE,SMALL,2025-10-13 10:26:00
M000343,Entertainment Merchant 00343,Entertainment,Bandung,ACTIVE,MEDIUM,2024-01-16 03:19:19
M000344,Groceries Merchant 00344,Groceries,Semarang,ACTIVE,SMALL,2022-03-29 10:53:46
M000345,Healthcare Merchant 00345,Healthcare,Jakarta,ACTIVE,MEDIUM,2023-03-25 10:42:54
M000346,Travel Merchant 00346,Travel,Yogyakarta,ACTIVE,MEDIUM,2024-09-27 11:58:57
M000347,Retail Merchant 00347,Retail,Jakarta,ACTIVE,SMALL,2023-09-24 18:50:08
M000348,Groceries Merchant 00348,Groceries,Yogyakarta,ACTIVE,MEDIUM,2025-03-15 21:13:00
M000349,Entertainment Merchant 00349,Entertainment,Bandung,ACTIVE,SMALL,2024-06-30 15:48:12
M000350,Fashion Merchant 00350,Fashion,Yogyakarta,ACTIVE,SMALL,2025-12-26 17:26:14
M000351,Retail Merchant 00351,Retail,Denpasar,ACTIVE,SMALL,2025-07-13 10:15:05
M000352,Electronics Merchant 00352,Electronics,Denpasar,ACTIVE,SMALL,2025-08-21 15:21:14
M000353,Travel Merchant 00353,Travel,Yogyakarta,SUSPENDED,SMALL,2023-08-04 21:29:28
M000354,Food & Beverage Merchant 00354,Food & Beverage,Semarang,INACTIVE,MEDIUM,2023-01-25 09:50:52
M000355,Travel Merchant 00355,Travel,Denpasar,ACTIVE,MEDIUM,2023-06-13 14:41:26
M000356,Electronics Merchant 00356,Electronics,Bandung,ACTIVE,SMALL,2025-02-14 02:45:55
M000357,Retail Merchant 00357,Retail,Semarang,ACTIVE,SMALL,2022-06-30 08:12:38
M000358,Food & Beverage Merchant 00358,Food & Beverage,Jakarta,SUSPENDED,SMALL,2022-07-16 20:44:39
M000359,Groceries Merchant 00359,Groceries,Makassar,ACTIVE,SMALL,2026-06-26 15:58:24
M000360,Transportation Merchant 00360,Transportation,Jakarta,ACTIVE,SMALL,2023-07-11 02:41:51
M000361,Healthcare Merchant 00361,Healthcare,Bandung,ACTIVE,MEDIUM,2025-04-17 01:38:01
M000362,Fashion Merchant 00362,Fashion,Yogyakarta,INACTIVE,SMALL,2022-12-26 19:01:59
M000363,Healthcare Merchant 00363,Healthcare,Bandung,ACTIVE,SMALL,2023-05-16 09:06:03
M000364,Groceries Merchant 00364,Groceries,Palembang,ACTIVE,SMALL,2024-09-21 03:43:44
M000365,Food & Beverage Merchant 00365,Food & Beverage,Jakarta,ACTIVE,SMALL,2026-05-16 08:05:37
M000366,Travel Merchant 00366,Travel,Yogyakarta,ACTIVE,LARGE,2024-08-21 02:57:35
M000367,Healthcare Merchant 00367,Healthcare,Semarang,ACTIVE,SMALL,2022-03-18 12:20:00
M000368,Travel Merchant 00368,Travel,Jakarta,SUSPENDED,SMALL,2025-07-25 12:11:12
M000369,Food & Beverage Merchant 00369,Food & Beverage,Palembang,ACTIVE,SMALL,2025-03-06 02:08:55
M000370,Travel Merchant 00370,Travel,Makassar,ACTIVE,SMALL,2024-07-22 20:04:40
M000371,Fashion Merchant 00371,Fashion,Jakarta,ACTIVE,SMALL,2022-09-28 16:05:02
M000372,Groceries Merchant 00372,Groceries,Jakarta,ACTIVE,SMALL,2024-03-16 11:56:55
M000373,Fashion Merchant 00373,Fashion,Medan,ACTIVE,SMALL,2024-05-28 16:41:06
M000374,Electronics Merchant 00374,Electronics,Denpasar,SUSPENDED,MEDIUM,2022-03-09 21:47:06
M000375,Healthcare Merchant 00375,Healthcare,Surabaya,ACTIVE,MEDIUM,2025-10-02 20:46:54
M000376,Transportation Merchant 00376,Transportation,Surabaya,ACTIVE,SMALL,2025-04-15 22:17:51
M000377,Electronics Merchant 00377,Electronics,Semarang,ACTIVE,SMALL,2023-05-29 21:22:27
M000378,Retail Merchant 00378,Retail,Medan,ACTIVE,SMALL,2024-07-07 06:34:44
M000379,Transportation Merchant 00379,Transportation,Makassar,ACTIVE,SMALL,2023-12-18 20:18:27
M000380,Groceries Merchant 00380,Groceries,Bandung,ACTIVE,SMALL,2022-06-19 07:39:12
M000381,Transportation Merchant 00381,Transportation,Denpasar,ACTIVE,MEDIUM,2022-07-05 04:48:34
M000382,Food & Beverage Merchant 00382,Food & Beverage,Jakarta,ACTIVE,SMALL,2026-01-20 18:18:12
M000383,Transportation Merchant 00383,Transportation,Medan,ACTIVE,SMALL,2023-03-18 00:57:37
M000384,Electronics Merchant 00384,Electronics,Surabaya,ACTIVE,SMALL,2024-09-13 22:17:53
M000385,Healthcare Merchant 00385,Healthcare,Jakarta,ACTIVE,SMALL,2023-09-09 02:51:07
M000386,Groceries Merchant 00386,Groceries,Denpasar,ACTIVE,LARGE,2025-09-18 14:18:26
M000387,Retail Merchant 00387,Retail,Makassar,ACTIVE,SMALL,2024-08-21 18:51:17
M000388,Food & Beverage Merchant 00388,Food & Beverage,Palembang,ACTIVE,SMALL,2026-01-10 16:23:21
M000389,Transportation Merchant 00389,Transportation,Surabaya,INACTIVE,SMALL,2026-07-08 03:42:29
M000390,Education Merchant 00390,Education,Jakarta,ACTIVE,SMALL,2026-04-26 18:45:34
M000391,Retail Merchant 00391,Retail,Yogyakarta,ACTIVE,SMALL,2024-03-30 19:21:31
M000392,Entertainment Merchant 00392,Entertainment,Medan,ACTIVE,SMALL,2022-11-07 10:34:48
M000393,Entertainment Merchant 00393,Entertainment,Medan,ACTIVE,MEDIUM,2024-11-27 14:26:09
M000394,Travel Merchant 00394,Travel,Bandung,ACTIVE,SMALL,2024-08-03 18:53:49
M000395,Travel Merchant 00395,Travel,Surabaya,INACTIVE,SMALL,2026-04-12 18:19:22
M000396,Healthcare Merchant 00396,Healthcare,Makassar,ACTIVE,SMALL,2024-08-13 01:00:49
M000397,Entertainment Merchant 00397,Entertainment,Yogyakarta,ACTIVE,SMALL,2025-11-07 05:05:06
M000398,Transportation Merchant 00398,Transportation,Medan,ACTIVE,MEDIUM,2024-07-05 19:49:38
M000399,Food & Beverage Merchant 00399,Food & Beverage,Semarang,ACTIVE,SMALL,2023-12-18 09:00:02
M000400,Transportation Merchant 00400,Transportation,Jakarta,ACTIVE,MEDIUM,2022-02-19 22:23:27
M000401,Electronics Merchant 00401,Electronics,Bandung,ACTIVE,SMALL,2024-11-18 23:17:14
M000402,Retail Merchant 00402,Retail,Makassar,ACTIVE,MEDIUM,2026-04-06 04:28:16
M000403,Healthcare Merchant 00403,Healthcare,Medan,ACTIVE,SMALL,2026-05-15 10:25:59
M000404,Food & Beverage Merchant 00404,Food & Beverage,Yogyakarta,ACTIVE,SMALL,2024-12-02 06:01:54
M000405,Travel Merchant 00405,Travel,Surabaya,ACTIVE,SMALL,2023-01-25 16:51:00
M000406,Electronics Merchant 00406,Electronics,Jakarta,ACTIVE,SMALL,2025-01-25 13:47:35
M000407,Travel Merchant 00407,Travel,Bandung,ACTIVE,SMALL,2024-05-07 11:29:29
M000408,Transportation Merchant 00408,Transportation,Denpasar,ACTIVE,MEDIUM,2024-02-21 07:01:48
M000409,Transportation Merchant 00409,Transportation,Medan,ACTIVE,SMALL,2023-09-01 10:05:58
M000410,Groceries Merchant 00410,Groceries,Tangerang,ACTIVE,SMALL,2022-07-28 19:37:03
M000411,Electronics Merchant 00411,Electronics,Yogyakarta,ACTIVE,SMALL,2023-09-28 22:21:12
M000412,Healthcare Merchant 00412,Healthcare,Yogyakarta,ACTIVE,SMALL,2025-01-01 06:18:02
M000413,Food & Beverage Merchant 00413,Food & Beverage,Surabaya,ACTIVE,SMALL,2024-11-25 12:03:41
M000414,Food & Beverage Merchant 00414,Food & Beverage,Palembang,ACTIVE,SMALL,2023-03-01 22:20:59
M000415,Healthcare Merchant 00415,Healthcare,Medan,ACTIVE,LARGE,2022-02-26 01:03:45
M000416,Fashion Merchant 00416,Fashion,Tangerang,ACTIVE,MEDIUM,2024-07-12 02:03:26
M000417,Fashion Merchant 00417,Fashion,Tangerang,INACTIVE,SMALL,2023-04-21 06:58:25
M000418,Retail Merchant 00418,Retail,Medan,ACTIVE,SMALL,2025-02-22 05:29:05
M000419,Entertainment Merchant 00419,Entertainment,Yogyakarta,ACTIVE,SMALL,2023-07-27 04:21:07
M000420,Retail Merchant 00420,Retail,Palembang,ACTIVE,SMALL,2024-10-07 15:38:54
M000421,Healthcare Merchant 00421,Healthcare,Tangerang,ACTIVE,SMALL,2023-08-10 19:15:02
M000422,Entertainment Merchant 00422,Entertainment,Yogyakarta,ACTIVE,SMALL,2022-11-05 20:38:29
M000423,Groceries Merchant 00423,Groceries,Jakarta,ACTIVE,SMALL,2022-12-19 00:25:11
M000424,Entertainment Merchant 00424,Entertainment,Jakarta,ACTIVE,SMALL,2022-12-22 05:39:56
M000425,Travel Merchant 00425,Travel,Palembang,ACTIVE,SMALL,2025-11-09 18:04:14
M000426,Entertainment Merchant 00426,Entertainment,Jakarta,ACTIVE,MEDIUM,2023-12-03 14:10:39
M000427,Fashion Merchant 00427,Fashion,Denpasar,ACTIVE,SMALL,2022-01-18 05:06:52
M000428,Education Merchant 00428,Education,Jakarta,ACTIVE,SMALL,2022-08-23 11:00:06
M000429,Food & Beverage Merchant 00429,Food & Beverage,Palembang,ACTIVE,LARGE,2022-11-07 16:15:44
M000430,Retail Merchant 00430,Retail,Denpasar,ACTIVE,SMALL,2023-11-16 19:15:31
M000431,Entertainment Merchant 00431,Entertainment,Tangerang,ACTIVE,SMALL,2024-01-21 14:35:03
M000432,Transportation Merchant 00432,Transportation,Surabaya,ACTIVE,SMALL,2025-08-30 06:01:08
M000433,Healthcare Merchant 00433,Healthcare,Makassar,ACTIVE,MEDIUM,2022-10-24 04:26:32
M000434,Transportation Merchant 00434,Transportation,Tangerang,ACTIVE,MEDIUM,2023-11-20 08:09:06
M000435,Healthcare Merchant 00435,Healthcare,Medan,ACTIVE,MEDIUM,2025-12-13 03:51:07
M000436,Fashion Merchant 00436,Fashion,Makassar,ACTIVE,MEDIUM,2022-11-13 01:36:16
M000437,Electronics Merchant 00437,Electronics,Yogyakarta,ACTIVE,MEDIUM,2023-02-12 20:24:00
M000438,Groceries Merchant 00438,Groceries,Surabaya,ACTIVE,SMALL,2022-11-07 20:14:45
M000439,Food & Beverage Merchant 00439,Food & Beverage,Jakarta,ACTIVE,SMALL,2024-03-04 10:03:42
M000440,Groceries Merchant 00440,Groceries,Makassar,ACTIVE,SMALL,2022-04-13 05:39:58
M000441,Fashion Merchant 00441,Fashion,Makassar,ACTIVE,MEDIUM,2023-09-06 01:26:37
M000442,Electronics Merchant 00442,Electronics,Medan,ACTIVE,SMALL,2022-09-17 20:01:09
M000443,Food & Beverage Merchant 00443,Food & Beverage,Jakarta,INACTIVE,SMALL,2024-12-03 16:59:01
M000444,Groceries Merchant 00444,Groceries,Palembang,ACTIVE,SMALL,2023-07-29 21:42:39
M000445,Entertainment Merchant 00445,Entertainment,Jakarta,ACTIVE,SMALL,2026-01-09 09:28:22
M000446,Travel Merchant 00446,Travel,Denpasar,ACTIVE,SMALL,2026-07-07 06:23:54
M000447,Fashion Merchant 00447,Fashion,Palembang,ACTIVE,SMALL,2025-03-01 16:28:51
M000448,Groceries Merchant 00448,Groceries,Medan,ACTIVE,SMALL,2024-03-22 11:25:07
M000449,Retail Merchant 00449,Retail,Palembang,INACTIVE,SMALL,2024-12-12 06:19:07
M000450,Groceries Merchant 00450,Groceries,Yogyakarta,ACTIVE,LARGE,2022-04-29 04:19:43
M000451,Groceries Merchant 00451,Groceries,Bandung,ACTIVE,MEDIUM,2024-08-23 14:19:43
M000452,Travel Merchant 00452,Travel,Surabaya,ACTIVE,SMALL,2024-07-25 23:13:18
M000453,Electronics Merchant 00453,Electronics,Semarang,ACTIVE,SMALL,2026-07-13 08:36:20
M000454,Education Merchant 00454,Education,Medan,ACTIVE,SMALL,2022-08-14 17:00:32
M000455,Entertainment Merchant 00455,Entertainment,Denpasar,ACTIVE,SMALL,2024-05-15 01:41:52
M000456,Travel Merchant 00456,Travel,Surabaya,ACTIVE,SMALL,2025-12-26 02:42:48
M000457,Travel Merchant 00457,Travel,Yogyakarta,ACTIVE,LARGE,2026-02-15 14:10:39
M000458,Travel Merchant 00458,Travel,Surabaya,ACTIVE,SMALL,2023-09-10 10:27:11
M000459,Healthcare Merchant 00459,Healthcare,Makassar,ACTIVE,SMALL,2022-01-18 18:51:18
M000460,Healthcare Merchant 00460,Healthcare,Denpasar,ACTIVE,SMALL,2022-09-08 03:49:59
M000461,Entertainment Merchant 00461,Entertainment,Makassar,ACTIVE,SMALL,2022-01-18 07:44:41
M000462,Transportation Merchant 00462,Transportation,Jakarta,ACTIVE,SMALL,2023-08-10 09:35:33
M000463,Transportation Merchant 00463,Transportation,Semarang,ACTIVE,SMALL,2024-06-18 06:59:40
M000464,Electronics Merchant 00464,Electronics,Bandung,ACTIVE,MEDIUM,2024-04-26 11:25:09
M000465,Travel Merchant 00465,Travel,Palembang,ACTIVE,SMALL,2025-01-28 15:49:10
M000466,Groceries Merchant 00466,Groceries,Yogyakarta,ACTIVE,MEDIUM,2026-05-09 05:20:22
M000467,Fashion Merchant 00467,Fashion,Semarang,ACTIVE,SMALL,2026-05-24 16:56:50
M000468,Transportation Merchant 00468,Transportation,Medan,INACTIVE,SMALL,2024-06-23 11:11:32
M000469,Transportation Merchant 00469,Transportation,Bandung,ACTIVE,SMALL,2026-03-11 01:46:33
M000470,Food & Beverage Merchant 00470,Food & Beverage,Surabaya,ACTIVE,SMALL,2024-03-28 14:38:04
M000471,Transportation Merchant 00471,Transportation,Jakarta,ACTIVE,SMALL,2022-03-07 12:48:03
M000472,Electronics Merchant 00472,Electronics,Bandung,ACTIVE,SMALL,2022-06-07 08:51:49
M000473,Transportation Merchant 00473,Transportation,Tangerang,ACTIVE,SMALL,2022-01-24 01:17:33
M000474,Retail Merchant 00474,Retail,Bandung,ACTIVE,MEDIUM,2022-10-10 03:11:41
M000475,Food & Beverage Merchant 00475,Food & Beverage,Denpasar,ACTIVE,SMALL,2024-07-20 00:38:41
M000476,Healthcare Merchant 00476,Healthcare,Tangerang,ACTIVE,SMALL,2024-12-05 19:27:33
M000477,Electronics Merchant 00477,Electronics,Yogyakarta,ACTIVE,SMALL,2025-12-25 15:01:10
M000478,Retail Merchant 00478,Retail,Yogyakarta,ACTIVE,SMALL,2023-06-07 15:11:52
M000479,Entertainment Merchant 00479,Entertainment,Palembang,INACTIVE,SMALL,2023-10-30 20:32:19
M000480,Entertainment Merchant 00480,Entertainment,Medan,ACTIVE,SMALL,2024-08-07 15:25:34
M000481,Healthcare Merchant 00481,Healthcare,Medan,INACTIVE,MEDIUM,2022-07-04 09:30:43
M000482,Entertainment Merchant 00482,Entertainment,Denpasar,ACTIVE,SMALL,2024-07-24 15:14:43
M000483,Healthcare Merchant 00483,Healthcare,Jakarta,ACTIVE,SMALL,2024-11-11 22:46:22
M000484,Groceries Merchant 00484,Groceries,Medan,INACTIVE,SMALL,2026-05-19 08:38:40
M000485,Electronics Merchant 00485,Electronics,Palembang,ACTIVE,SMALL,2023-03-29 00:16:25
M000486,Education Merchant 00486,Education,Bandung,ACTIVE,MEDIUM,2022-10-30 19:58:21
M000487,Fashion Merchant 00487,Fashion,Bandung,ACTIVE,SMALL,2023-12-25 21:08:50
M000488,Electronics Merchant 00488,Electronics,Palembang,ACTIVE,MEDIUM,2024-10-13 05:35:28
M000489,Fashion Merchant 00489,Fashion,Medan,ACTIVE,SMALL,2022-03-31 14:52:39
M000490,Fashion Merchant 00490,Fashion,Bandung,ACTIVE,SMALL,2023-03-22 22:10:49
M000491,Education Merchant 00491,Education,Medan,ACTIVE,SMALL,2024-08-13 14:18:36
M000492,Healthcare Merchant 00492,Healthcare,Semarang,ACTIVE,MEDIUM,2024-12-19 08:21:08
M000493,Electronics Merchant 00493,Electronics,Semarang,ACTIVE,SMALL,2023-03-19 17:23:51
M000494,Electronics Merchant 00494,Electronics,Yogyakarta,ACTIVE,MEDIUM,2025-09-12 20:28:42
M000495,Electronics Merchant 00495,Electronics,Denpasar,SUSPENDED,MEDIUM,2023-10-30 01:44:01
M000496,Food & Beverage Merchant 00496,Food & Beverage,Medan,ACTIVE,MEDIUM,2023-07-05 13:59:41
M000497,Transportation Merchant 00497,Transportation,Palembang,ACTIVE,SMALL,2023-06-03 07:29:43
M000498,Groceries Merchant 00498,Groceries,Surabaya,ACTIVE,SMALL,2023-11-24 14:09:20
M000499,Food & Beverage Merchant 00499,Food & Beverage,Semarang,ACTIVE,MEDIUM,2026-02-04 19:53:08
M000500,Transportation Merchant 00500,Transportation,Surabaya,ACTIVE,MEDIUM,2024-03-23 17:15:18
M000501,Entertainment Merchant 00501,Entertainment,Jakarta,ACTIVE,SMALL,2026-01-21 17:20:18
M000502,Education Merchant 00502,Education,Makassar,ACTIVE,SMALL,2023-05-13 00:52:30
M000503,Electronics Merchant 00503,Electronics,Makassar,ACTIVE,SMALL,2024-12-01 05:03:23
M000504,Entertainment Merchant 00504,Entertainment,Makassar,INACTIVE,MEDIUM,2023-07-15 23:17:27
M000505,Groceries Merchant 00505,Groceries,Medan,ACTIVE,MEDIUM,2022-06-06 07:33:58
M000506,Retail Merchant 00506,Retail,Jakarta,ACTIVE,SMALL,2024-02-10 01:16:30
M000507,Retail Merchant 00507,Retail,Palembang,ACTIVE,SMALL,2026-04-27 10:56:36
M000508,Entertainment Merchant 00508,Entertainment,Palembang,ACTIVE,MEDIUM,2025-01-05 15:57:05
M000509,Healthcare Merchant 00509,Healthcare,Bandung,ACTIVE,SMALL,2022-03-16 03:33:03
M000510,Transportation Merchant 00510,Transportation,Palembang,ACTIVE,SMALL,2024-02-26 12:48:01
M000511,Groceries Merchant 00511,Groceries,Denpasar,ACTIVE,SMALL,2026-06-10 16:39:17
M000512,Fashion Merchant 00512,Fashion,Semarang,INACTIVE,SMALL,2023-12-02 09:22:08
M000513,Travel Merchant 00513,Travel,Tangerang,ACTIVE,SMALL,2022-05-24 07:56:27
M000514,Entertainment Merchant 00514,Entertainment,Denpasar,ACTIVE,SMALL,2024-03-16 08:03:39
M000515,Electronics Merchant 00515,Electronics,Bandung,ACTIVE,SMALL,2022-10-11 03:17:07
M000516,Groceries Merchant 00516,Groceries,Semarang,ACTIVE,SMALL,2023-09-20 05:01:02
M000517,Education Merchant 00517,Education,Surabaya,ACTIVE,SMALL,2022-04-29 15:43:19
M000518,Entertainment Merchant 00518,Entertainment,Yogyakarta,ACTIVE,SMALL,2022-08-11 17:46:31
M000519,Transportation Merchant 00519,Transportation,Medan,ACTIVE,SMALL,2022-10-22 22:52:33
M000520,Entertainment Merchant 00520,Entertainment,Denpasar,SUSPENDED,SMALL,2024-12-26 19:40:57
M000521,Transportation Merchant 00521,Transportation,Denpasar,ACTIVE,SMALL,2023-08-11 14:57:19
M000522,Groceries Merchant 00522,Groceries,Makassar,ACTIVE,MEDIUM,2022-07-02 17:34:36
M000523,Healthcare Merchant 00523,Healthcare,Yogyakarta,ACTIVE,MEDIUM,2024-09-27 15:43:01
M000524,Entertainment Merchant 00524,Entertainment,Palembang,ACTIVE,SMALL,2023-08-17 08:46:03
M000525,Entertainment Merchant 00525,Entertainment,Bandung,ACTIVE,MEDIUM,2023-01-07 18:44:40
M000526,Fashion Merchant 00526,Fashion,Denpasar,SUSPENDED,SMALL,2025-01-03 06:46:19
M000527,Electronics Merchant 00527,Electronics,Jakarta,ACTIVE,SMALL,2022-12-11 02:14:02
M000528,Entertainment Merchant 00528,Entertainment,Tangerang,ACTIVE,LARGE,2025-10-30 09:22:47
M000529,Groceries Merchant 00529,Groceries,Medan,ACTIVE,SMALL,2023-02-24 11:30:55
M000530,Education Merchant 00530,Education,Makassar,ACTIVE,SMALL,2025-08-25 04:05:58
M000531,Electronics Merchant 00531,Electronics,Makassar,ACTIVE,SMALL,2023-03-01 11:14:20
M000532,Entertainment Merchant 00532,Entertainment,Bandung,ACTIVE,SMALL,2022-11-23 11:21:51
